OrderID,OrderDate,OrderTime,CustomerID,Payment_Type,Station
231,2/10/2019,12:32:00 PM,53997278,Credit,POS1
232,2/10/2019,12:34:00 PM,64234122,Credit,POS2
233,2/10/2019,12:38:00 PM,62802083,Credit,POS1
234,2/10/2019,12:39:00 PM,79400768,Credit,POS2
235,2/10/2019,12:39:00 PM,32370851,Credit,POS1
236,2/10/2019,12:42:00 PM,59916920,Credit,POS1
237,2/10/2019,12:44:00 PM,18554584,Credit,POS2
238,2/10/2019,12:46:00 PM,53998755,Cash,POS2
239,2/10/2019,12:47:00 PM,45004707,Credit,POS1
240,2/10/2019,12:52:00 PM,32745802,Credit,POS2
241,2/10/2019,12:54:00 PM,42073833,Credit,POS1
242,2/10/2019,12:57:00 PM,47109473,Credit,POS2
243,2/10/2019,12:58:00 PM,18446316,Credit,POS1
244,2/10/2019,12:59:00 PM,19095677,Credit,POS2
245,2/10/2019,1:01:00 PM,Unknown,Cash,POS1
246,2/10/2019,1:03:00 PM,Unknown,Credit,POS2
247,2/10/2019,1:05:00 PM,Unknown,Credit,POS1
248,2/10/2019,1:07:00 PM,Unknown,Credit,POS1
249,2/10/2019,1:08:00 PM,Unknown,Credit,POS2
250,2/10/2019,1:12:00 PM,Unknown,Credit,POS1
251,2/10/2019,1:13:00 PM,Unknown,Credit,POS2
252,2/10/2019,1:16:00 PM,Unknown,Credit,POS2
253,2/10/2019,1:18:00 PM,Unknown,Credit,POS1
254,2/10/2019,1:21:00 PM,Unknown,Credit,POS1
255,2/10/2019,1:25:00 PM,Unknown,Credit,POS1
256,2/10/2019,1:26:00 PM,Unknown,Credit,POS2
257,2/10/2019,1:27:00 PM,Unknown,Credit,POS1
258,2/10/2019,1:29:00 PM,Unknown,Credit,POS2
259,2/10/2019,1:30:00 PM,Unknown,Credit,POS1
260,2/10/2019,1:31:00 PM,Unknown,Credit,POS2
261,2/10/2019,1:33:00 PM,Unknown,Credit,POS2
262,2/10/2019,1:33:00 PM,Unknown,Credit,POS1
263,2/10/2019,1:36:00 PM,Unknown,Credit,POS2
264,2/10/2019,1:37:00 PM,Unknown,Credit,POS2
265,2/10/2019,1:41:00 PM,Unknown,Credit,POS2
266,2/10/2019,1:41:00 PM,Unknown,Credit,POS1
267,2/10/2019,1:45:00 PM,Unknown,Gift Cards,POS1
268,2/10/2019,1:50:00 PM,Unknown,Credit,POS2
273,2/10/2019,1:53:00 PM,Unknown,Credit,POS2
274,2/10/2019,1:53:00 PM,Unknown,Credit,POS1
275,2/10/2019,1:57:00 PM,Unknown,Credit,POS2
278,2/10/2019,1:59:00 PM,Unknown,Credit,POS2
279,2/10/2019,2:02:00 PM,Unknown,Credit,POS1
283,2/10/2019,2:06:00 PM,Unknown,Credit,POS2
284,2/10/2019,2:08:00 PM,91268725,Credit,POS2
285,2/10/2019,2:09:00 PM,Unknown,Credit,POS1
286,2/10/2019,2:12:00 PM,78539366,Credit,POS2
287,2/10/2019,2:13:00 PM,Unknown,Cash,POS1
288,2/10/2019,2:15:00 PM,Unknown,Credit,POS1
289,2/10/2019,2:16:00 PM,Unknown,Cash,POS2
290,2/10/2019,2:20:00 PM,90317238,Credit,POS2
291,2/10/2019,2:22:00 PM,36307751,Cash,POS1
292,2/10/2019,2:23:00 PM,Unknown,Credit,POS2
293,2/10/2019,2:24:00 PM,6603378,Credit,POS1
295,2/10/2019,2:27:00 PM,47070294,Credit,POS1
297,2/10/2019,2:31:00 PM,48788065,Credit,POS2
298,2/10/2019,2:40:00 PM,78083245,Credit,POS2
299,2/10/2019,2:51:00 PM,63716852,Credit,POS2
301,2/10/2019,3:06:00 PM,Unknown,Credit,POS2
304,2/10/2019,2:58:00 PM,83504901,Credit,POS1
305,2/10/2019,3:14:00 PM,64015539,Credit,POS1
306,2/10/2019,3:28:00 PM,Unknown,Credit,POS2
308,2/10/2019,3:19:00 PM,21277565,Credit,POS1
309,2/10/2019,3:23:00 PM,93308228,Credit,POS1
311,2/10/2019,3:27:00 PM,57272727,Credit,POS1
312,2/10/2019,3:34:00 PM,96805664,Credit,POS1
313,2/10/2019,3:40:00 PM,56834303,Cash,POS1
314,2/10/2019,3:44:00 PM,5850251,Cash,POS1
315,2/10/2019,3:47:00 PM,Unknown,Credit,POS2
317,2/10/2019,3:51:00 PM,94842992,Credit,POS1
319,2/10/2019,3:54:00 PM,74518108,Cash,POS2
320,2/10/2019,3:58:00 PM,Unknown,Cash,POS1
321,2/10/2019,4:01:00 PM,91330487,Credit,POS2
322,2/10/2019,4:00:00 PM,69273856,Credit,POS1
323,2/10/2019,4:08:00 PM,Unknown,Credit,POS1
324,2/10/2019,4:21:00 PM,Unknown,Credit,POS1
337,2/11/2019,10:16:00 AM,Unknown,Cash,POS2
340,2/11/2019,10:25:00 AM,Unknown,Credit,POS2
346,2/11/2019,10:44:00 AM,Unknown,Credit,POS1
350,2/11/2019,10:52:00 AM,Unknown,Cash,POS1
353,2/11/2019,10:57:00 AM,Unknown,Credit,POS1
365,2/11/2019,11:42:00 AM,Unknown,Credit,POS2
371,2/11/2019,12:01:00 PM,Unknown,Cash,POS1
373,2/11/2019,12:06:00 PM,Unknown,Credit,POS1
374,2/11/2019,12:10:00 PM,Unknown,Credit,POS2
376,2/11/2019,12:16:00 PM,81058912,Credit,POS1
377,2/11/2019,12:22:00 PM,Unknown,Cash,POS1
378,2/11/2019,12:39:00 PM,56834303,Cash,POS1
379,2/11/2019,1:06:00 PM,55741118,Credit,POS1
383,2/11/2019,1:36:00 PM,Unknown,Credit,POS1
384,2/11/2019,1:37:00 PM,44026573,Credit,POS2
393,2/11/2019,1:58:00 PM,82583087,Credit,POS1
394,2/11/2019,1:59:00 PM,27324217,Cash;Credit,POS2
395,2/11/2019,2:05:00 PM,82583087,Cash,POS1
396,2/11/2019,2:07:00 PM,56834303,Cash,POS2
397,2/11/2019,2:09:00 PM,28497621,Cash,POS1
399,2/11/2019,2:14:00 PM,15401893,Credit,POS2
400,2/11/2019,2:25:00 PM,52841566,Credit,POS2
402,2/11/2019,2:26:00 PM,Unknown,Credit,POS1
405,2/11/2019,2:37:00 PM,31928327,Credit,POS2
407,2/11/2019,2:41:00 PM,60813723,Credit,POS2
408,2/11/2019,3:05:00 PM,17845365,Credit,POS2
409,2/11/2019,3:40:00 PM,88983362,Credit,POS2
410,2/11/2019,3:54:00 PM,96701781,Credit,POS2
411,2/11/2019,4:03:00 PM,38293416,Credit,POS2
412,2/11/2019,4:35:00 PM,77165942,Cash,POS2
414,2/11/2019,4:41:00 PM,73745004,Credit,POS2
415,2/11/2019,4:52:00 PM,17000009,Credit,POS2
416,2/11/2019,5:50:00 PM,43528110,Credit,POS2
417,2/11/2019,6:05:00 PM,48873853,Cash,POS2
418,2/11/2019,6:13:00 PM,78759712,Credit,POS2
419,2/11/2019,6:19:00 PM,68169720,Credit,POS2
422,2/11/2019,6:24:00 PM,79365816,Credit,POS2
423,2/11/2019,6:45:00 PM,97366640,Credit,POS2
426,2/11/2019,6:52:00 PM,58064741,Credit,POS2
438,2/12/2019,9:02:00 AM,Unknown,Cash,POS1
441,2/12/2019,9:33:00 AM,Unknown,Credit,POS1
442,2/12/2019,9:33:00 AM,Unknown,Credit,POS2
445,2/12/2019,9:51:00 AM,56834303,Credit,POS1
448,2/12/2019,12:27:00 PM,22475616,Credit,POS1
449,2/12/2019,12:47:00 PM,76763391,Credit,POS1
450,2/12/2019,12:50:00 PM,38191883,Credit,POS1
451,2/12/2019,12:55:00 PM,13061258,Credit,POS1
455,2/12/2019,1:22:00 PM,95894942,Credit,POS1
456,2/12/2019,1:38:00 PM,3042624,Cash,POS1
457,2/12/2019,1:57:00 PM,86390046,Cash,POS1
458,2/12/2019,1:54:00 PM,89893202,Credit,POS2
460,2/12/2019,2:09:00 PM,45998834,Credit,POS1
471,2/12/2019,3:11:00 PM,90317238,Credit,POS1
472,2/12/2019,3:32:00 PM,87112445,Credit,POS1
474,2/12/2019,4:01:00 PM,22589036,Credit,POS1
475,2/12/2019,3:44:00 PM,Unknown,Credit,POS2
476,2/12/2019,4:46:00 PM,46894367,Cash,POS2
477,2/12/2019,4:28:00 PM,35521681,Checks,POS1
478,2/12/2019,5:06:00 PM,70178238,Credit,POS2
479,2/12/2019,5:44:00 PM,Unknown,Credit,POS2
480,2/12/2019,5:19:00 PM,Unknown,Credit,POS1
481,2/12/2019,5:32:00 PM,Unknown,Credit,POS1
482,2/12/2019,5:43:00 PM,96158437,Credit,POS1
486,2/12/2019,6:09:00 PM,Unknown,Credit,POS1
488,2/12/2019,6:21:00 PM,Unknown,Credit,POS2
489,2/12/2019,6:32:00 PM,Unknown,Credit,POS2
493,2/13/2019,10:24:00 AM,96749451,Credit,POS1
494,2/13/2019,9:01:00 AM,56834303,Credit,POS2
495,2/13/2019,9:21:00 AM,Unknown,Credit,POS2
497,2/13/2019,9:27:00 AM,90317238,Credit,POS2
499,2/13/2019,10:42:00 AM,Unknown,Cash,POS2
502,2/13/2019,12:39:00 PM,Unknown,Credit,POS2
503,2/13/2019,12:35:00 PM,82901357,Credit,POS1
504,2/13/2019,1:06:00 PM,90434380,Credit,POS1
509,2/13/2019,1:23:00 PM,89893202,Credit,POS1
511,2/13/2019,1:28:00 PM,56834303,Credit,POS2
512,2/13/2019,2:16:00 PM,78016388,Credit,POS1
514,2/13/2019,2:39:00 PM,Unknown,Cash,POS2
515,2/13/2019,2:29:00 PM,32026315,Credit,POS1
516,2/13/2019,2:48:00 PM,8808041,Credit,POS1
517,2/13/2019,2:50:00 PM,Unknown,Cash,POS2
518,2/13/2019,3:10:00 PM,94850540,Credit,POS1
519,2/13/2019,3:51:00 PM,93867503,Cash,POS1
520,2/13/2019,3:55:00 PM,16873368,Credit,POS1
521,2/13/2019,3:56:00 PM,84139730,Credit,POS2
522,2/13/2019,4:03:00 PM,Unknown,Credit,POS2
524,2/13/2019,4:29:00 PM,90548724,Credit,POS1
526,2/13/2019,4:31:00 PM,Unknown,Credit,POS2
527,2/13/2019,4:54:00 PM,44642267,Credit,POS2
528,2/13/2019,4:43:00 PM,90548724,Credit,POS1
529,2/13/2019,4:57:00 PM,Unknown,Credit,POS1
532,2/13/2019,5:18:00 PM,26038999,Credit,POS1
533,2/13/2019,5:35:00 PM,Unknown,Cash,POS1
534,2/13/2019,5:40:00 PM,Unknown,Credit,POS1
538,2/13/2019,6:01:00 PM,52550115,Credit,POS1
539,2/13/2019,6:08:00 PM,19918311,Credit,POS1
540,2/13/2019,6:17:00 PM,52103076,Credit,POS1
541,2/13/2019,6:22:00 PM,32370851,Credit,POS2
544,2/14/2019,8:22:00 AM,Unknown,Credit,POS1
545,2/14/2019,8:47:00 AM,79477413,Credit,POS2
546,2/14/2019,8:30:00 AM,45998834,Credit,POS1
551,2/14/2019,8:55:00 AM,Unknown,Credit,POS2
556,2/14/2019,12:52:00 PM,97062446,Credit,POS1
557,2/14/2019,11:23:00 AM,Unknown,,POS2
558,2/14/2019,12:30:00 PM,65154069,Cash,POS2
569,2/14/2019,1:19:00 PM,Unknown,,POS1
570,2/14/2019,1:44:00 PM,94433991,Credit,POS2
571,2/14/2019,1:57:00 PM,69673323,Credit,POS2
572,2/14/2019,2:15:00 PM,79365816,Credit,POS2
574,2/14/2019,3:27:00 PM,76092049,Cash,POS1
575,2/14/2019,3:03:00 PM,56834303,Credit,POS2
576,2/14/2019,3:13:00 PM,21051467,Credit,POS2
578,2/14/2019,4:04:00 PM,Unknown,Cash,POS1
579,2/14/2019,4:20:00 PM,25045596,Credit,POS2
581,2/14/2019,4:28:00 PM,Unknown,Credit,POS2
583,2/14/2019,5:01:00 PM,Unknown,Credit,POS2
584,2/14/2019,4:39:00 PM,Unknown,Credit,POS1
585,2/14/2019,4:48:00 PM,8378164,Credit,POS1
586,2/14/2019,5:41:00 PM,Unknown,Credit,POS1
587,2/14/2019,5:46:00 PM,Unknown,Credit,POS2
598,2/15/2019,8:10:00 AM,56834303,Cash,POS1
599,2/15/2019,8:31:00 AM,Unknown,Credit,POS1
600,2/15/2019,8:49:00 AM,90317238,Credit,POS2
602,2/15/2019,10:18:00 AM,93359349,Credit,POS1
603,2/15/2019,10:23:00 AM,287565,Credit,POS1
605,2/15/2019,11:10:00 AM,Unknown,Credit,POS1
606,2/15/2019,11:11:00 AM,13061258,Credit,POS1
607,2/15/2019,11:22:00 AM,96749451,Credit,POS1
609,2/15/2019,12:03:00 PM,53704002,Credit,POS1
615,4/15/2019,9:50:00 AM,29910866,Credit,POS1
621,2/15/2019,12:56:00 PM,Unknown,Cash,POS1
624,2/15/2019,1:25:00 PM,Unknown,Credit,POS1
629,2/15/2019,1:46:00 PM,Unknown,Credit,POS1
630,2/15/2019,1:48:00 PM,Unknown,Credit,POS2
631,2/15/2019,1:55:00 PM,Unknown,Credit,POS2
634,2/15/2019,1:58:00 PM,44642267,Credit,POS1
635,2/15/2019,2:05:00 PM,Unknown,Credit,POS2
638,2/15/2019,2:15:00 PM,50587692,Credit,POS2
639,2/15/2019,2:25:00 PM,89893202,Credit,POS2
640,2/15/2019,2:29:00 PM,Unknown,Credit,POS1
641,2/15/2019,2:41:00 PM,56908968,Credit,POS1
642,2/15/2019,2:53:00 PM,14844899,Credit,POS1
644,2/15/2019,3:00:00 PM,85415006,Credit,POS1
645,2/15/2019,3:10:00 PM,Unknown,Credit,POS2
646,2/15/2019,3:16:00 PM,29101379,Credit,POS2
647,2/15/2019,3:14:00 PM,29543818,Credit,POS1
649,2/15/2019,3:21:00 PM,29543818,Cash,POS1
650,2/15/2019,3:41:00 PM,52397497,Credit,POS1
651,2/15/2019,3:47:00 PM,46283389,Credit,POS1
652,2/15/2019,3:51:00 PM,36926904,Credit,POS1
655,2/15/2019,4:34:00 PM,Unknown,Credit,POS2
657,2/15/2019,4:16:00 PM,Unknown,Credit,POS1
658,2/15/2019,4:28:00 PM,Unknown,Credit,POS1
659,2/15/2019,4:36:00 PM,Unknown,Credit,POS1
661,2/15/2019,4:38:00 PM,Unknown,Credit,POS1
662,2/15/2019,4:57:00 PM,95483426,Credit,POS2
663,2/15/2019,5:01:00 PM,Unknown,Credit,POS1
664,2/15/2019,5:04:00 PM,Unknown,Credit,POS1
665,2/15/2019,5:19:00 PM,Unknown,Credit,POS1
666,2/15/2019,5:25:00 PM,Unknown,Credit,POS2
667,2/15/2019,5:34:00 PM,Unknown,Credit,POS1
668,2/15/2019,5:29:00 PM,Unknown,Credit,POS2
669,2/15/2019,5:46:00 PM,94598842,Credit,POS1
671,2/15/2019,5:51:00 PM,12981858,Credit,POS2
672,2/15/2019,6:09:00 PM,Unknown,Credit,POS1
673,2/15/2019,6:07:00 PM,Unknown,Credit,POS2
674,2/15/2019,6:13:00 PM,Unknown,Credit,POS2
675,2/15/2019,6:15:00 PM,Unknown,Credit,POS2
676,2/15/2019,6:24:00 PM,Unknown,Credit,POS2
677,2/15/2019,6:22:00 PM,Unknown,Credit,POS1
683,2/16/2019,9:54:00 AM,23817573,Credit,POS1
684,2/16/2019,9:53:00 AM,13495860,Credit,POS2
685,2/16/2019,10:00:00 AM,28497621,,POS1
686,2/16/2019,10:50:00 AM,Unknown,Credit,POS2
689,2/16/2019,11:16:00 AM,47287920,Credit,POS2
690,2/16/2019,11:28:00 AM,92370223,Credit,POS2
691,2/16/2019,12:23:00 PM,56834303,Cash,POS2
692,2/16/2019,11:51:00 AM,53538307,Credit,POS1
693,2/16/2019,12:06:00 PM,Unknown,Cash,POS1
694,2/16/2019,12:12:00 PM,Unknown,Credit,POS1
695,2/16/2019,12:23:00 PM,Unknown,Credit,POS1
696,2/16/2019,12:35:00 PM,91290162,Cash,POS1
697,2/16/2019,12:29:00 PM,82682496,,POS2
698,2/16/2019,12:39:00 PM,91290162,Credit,POS1
699,2/16/2019,12:46:00 PM,Unknown,Cash,POS1
700,2/16/2019,12:57:00 PM,Unknown,Credit,POS1
702,2/16/2019,1:17:00 PM,Unknown,Credit,POS2
704,2/16/2019,1:19:00 PM,Unknown,Credit,POS1
705,2/16/2019,1:22:00 PM,Unknown,Credit,POS1
706,2/16/2019,1:23:00 PM,Unknown,Credit,POS2
708,2/16/2019,1:35:00 PM,Unknown,Credit,POS1
709,2/16/2019,1:38:00 PM,Unknown,Credit,POS2
710,2/16/2019,1:42:00 PM,Unknown,Credit,POS1
712,2/16/2019,1:56:00 PM,Unknown,Credit,POS2
713,2/16/2019,1:46:00 PM,Unknown,Credit,POS1
714,2/16/2019,2:03:00 PM,Unknown,Credit,POS1
715,2/16/2019,2:21:00 PM,Unknown,Credit,POS1
718,2/16/2019,2:32:00 PM,Unknown,Credit,POS1
719,2/16/2019,2:31:00 PM,Unknown,Credit,POS2
720,2/16/2019,2:34:00 PM,Unknown,Credit,POS2
721,2/16/2019,2:39:00 PM,Unknown,Cash,POS2
724,2/16/2019,2:46:00 PM,Unknown,Credit,POS2
725,2/16/2019,2:47:00 PM,Unknown,Credit,POS1
726,2/16/2019,2:51:00 PM,Unknown,Credit,POS2
729,2/16/2019,2:54:00 PM,Unknown,Credit,POS2
730,2/16/2019,3:31:00 PM,Unknown,Credit,POS2
732,2/16/2019,3:26:00 PM,Unknown,Credit,POS1
734,2/16/2019,3:37:00 PM,Unknown,Credit,POS2
735,2/16/2019,3:49:00 PM,Unknown,Credit,POS2
736,2/16/2019,3:56:00 PM,58933841,Credit,POS2
737,2/16/2019,4:28:00 PM,Unknown,Credit,POS2
738,2/16/2019,4:25:00 PM,Unknown,Credit,POS1
739,2/16/2019,4:32:00 PM,Unknown,Credit,POS1
740,2/16/2019,4:35:00 PM,Unknown,Credit,POS2
741,2/16/2019,5:06:00 PM,Unknown,Credit,POS1
742,2/16/2019,4:43:00 PM,Unknown,Credit,POS2
743,2/16/2019,4:57:00 PM,Unknown,Credit,POS2
744,2/16/2019,5:04:00 PM,Unknown,Cash,POS2
748,2/16/2019,5:11:00 PM,Unknown,Credit,POS2
749,2/16/2019,5:12:00 PM,Unknown,Credit,POS1
750,2/16/2019,5:22:00 PM,Unknown,Credit,POS1
757,2/16/2019,6:16:00 PM,Unknown,Credit,POS2
758,2/16/2019,6:08:00 PM,Unknown,Credit,POS1
759,2/16/2019,6:21:00 PM,Unknown,Credit,POS2
760,2/16/2019,6:22:00 PM,95894942,Credit,POS1
761,2/16/2019,6:28:00 PM,Unknown,Cash,POS2
762,2/16/2019,6:30:00 PM,Unknown,Credit,POS1
764,2/16/2019,6:39:00 PM,Unknown,Credit,POS1
765,2/16/2019,6:37:00 PM,Unknown,Credit,POS2
766,2/16/2019,6:49:00 PM,Unknown,Credit,POS2
767,2/16/2019,6:44:00 PM,28497621,Credit,POS1
768,2/16/2019,6:50:00 PM,Unknown,Credit,POS1
769,2/16/2019,6:55:00 PM,Unknown,Credit,POS2
770,2/16/2019,6:57:00 PM,Unknown,Cash,POS1
771,2/16/2019,7:02:00 PM,Unknown,Credit,POS1
774,2/17/2019,12:19:00 PM,27514226,Credit,POS2
775,2/17/2019,12:19:00 PM,55673242,Credit,POS1
776,2/17/2019,12:24:00 PM,19918311,Credit,POS2
777,2/17/2019,12:34:00 PM,57020859,Credit,POS1
778,2/17/2019,12:35:00 PM,54487212,Credit,POS2
779,2/17/2019,12:39:00 PM,23361077,Credit,POS1
781,2/17/2019,12:41:00 PM,19918311,Credit,POS1
782,2/17/2019,12:42:00 PM,99032481,Credit,POS2
783,2/17/2019,12:44:00 PM,Unknown,Credit,POS1
784,2/17/2019,12:48:00 PM,96641769,Cash,POS1
785,2/17/2019,12:51:00 PM,35440324,Credit,POS1
787,2/17/2019,1:39:00 PM,Unknown,,POS2
789,2/17/2019,1:15:00 PM,45172750,Credit,POS1
790,2/17/2019,1:21:00 PM,90054139,Credit,POS1
791,2/17/2019,1:28:00 PM,Unknown,Credit,POS1
792,2/17/2019,1:35:00 PM,39227421,Credit,POS1
793,2/17/2019,1:40:00 PM,43528110,Credit,POS2
795,2/17/2019,1:45:00 PM,Unknown,Credit,POS2
796,2/17/2019,1:49:00 PM,Unknown,Credit,POS1
797,2/17/2019,1:50:00 PM,Unknown,Cash,POS1
798,2/17/2019,1:54:00 PM,92043545,Credit,POS2
799,2/17/2019,2:03:00 PM,65950123,Credit,POS2
800,2/17/2019,1:57:00 PM,Unknown,Credit,POS1
802,2/17/2019,2:38:00 PM,62938296,Credit,POS2
803,2/17/2019,2:20:00 PM,33442440,Credit,POS1
804,2/17/2019,2:32:00 PM,56403413,Credit,POS1
805,2/17/2019,2:41:00 PM,Unknown,Credit,POS1
806,2/17/2019,2:43:00 PM,98261226,Credit,POS1
807,2/17/2019,2:47:00 PM,18596277,Credit,POS1
808,2/17/2019,2:50:00 PM,62938296,Credit,POS2
809,2/17/2019,3:04:00 PM,40123842,Credit,POS2
810,2/17/2019,2:58:00 PM,79655770,Credit,POS1
811,2/17/2019,3:08:00 PM,13477793,Credit,POS1
812,2/17/2019,3:12:00 PM,45357458,Credit,POS1
813,2/17/2019,3:15:00 PM,Unknown,Credit,POS2
815,2/17/2019,3:21:00 PM,43487481,Credit,POS1
817,2/17/2019,3:31:00 PM,66710399,Credit,POS1
819,2/17/2019,3:36:00 PM,26064712,Credit,POS1
820,2/17/2019,3:40:00 PM,43487481,Credit,POS1
821,2/17/2019,3:49:00 PM,23344843,Credit,POS1
822,2/17/2019,3:56:00 PM,Unknown,Credit,POS1
828,2/18/2019,8:11:00 AM,56834303,Cash,POS1
829,2/18/2019,9:14:00 AM,Unknown,Credit,POS1
831,2/18/2019,9:59:00 AM,47070294,Credit,POS1
834,2/18/2019,10:24:00 AM,43305019,Credit,POS1
837,2/18/2019,10:40:00 AM,23838359,Cash,POS1
838,2/18/2019,10:44:00 AM,Unknown,Credit,POS1
839,2/18/2019,11:12:00 AM,Unknown,Credit,POS1
841,2/18/2019,11:48:00 AM,56897045,Credit,POS1
848,2/18/2019,12:10:00 PM,60680729,Credit,POS1
850,2/18/2019,12:44:00 PM,97011256,Credit,POS1
851,2/18/2019,12:48:00 PM,2989851,Credit,POS1
854,2/18/2019,12:59:00 PM,50304208,Credit,POS1
859,2/18/2019,2:47:00 PM,71780441,Credit,POS2
862,2/18/2019,1:26:00 PM,47070294,Credit,POS1
870,2/18/2019,1:51:00 PM,51026115,Credit,POS1
871,2/18/2019,2:19:00 PM,95211854,Credit,POS2
872,2/18/2019,1:57:00 PM,51026115,Cash,POS1
873,2/18/2019,2:07:00 PM,Unknown,Credit,POS1
875,2/18/2019,2:24:00 PM,65117525,Credit,POS1
877,2/18/2019,2:33:00 PM,58049845,Credit,POS1
881,2/18/2019,2:48:00 PM,71780441,Cash,POS2
882,2/18/2019,3:26:00 PM,65848753,Credit,POS2
883,2/18/2019,3:07:00 PM,49055108,Credit,POS1
884,2/18/2019,3:32:00 PM,48041767,Credit,POS1
885,2/18/2019,3:32:00 PM,9827610,Credit,POS2
886,2/18/2019,3:38:00 PM,Unknown,Credit,POS2
887,2/18/2019,3:41:00 PM,34244899,Credit,POS1
889,2/18/2019,3:50:00 PM,33431392,Credit,POS2
890,2/18/2019,3:46:00 PM,34319586,Credit,POS1
891,2/18/2019,3:55:00 PM,Unknown,Cash,POS1
892,2/18/2019,3:56:00 PM,84095529,Credit,POS1
893,2/18/2019,4:34:00 PM,27533666,Credit,POS2
894,2/18/2019,4:20:00 PM,74794323,Credit,POS1
895,2/18/2019,4:31:00 PM,78083245,Credit,POS1
896,2/18/2019,4:37:00 PM,30098807,Credit,POS1
897,2/18/2019,4:44:00 PM,99913511,Credit,POS2
898,2/18/2019,4:50:00 PM,53561193,Cash,POS1
900,2/18/2019,5:11:00 PM,1294615,Credit,POS1
904,2/19/2019,8:04:00 AM,45998834,Credit,POS1
905,2/19/2019,8:08:00 AM,56834303,Cash,POS1
907,2/19/2019,8:14:00 AM,Unknown,Credit,POS2
908,2/19/2019,11:04:00 AM,Unknown,Credit,POS2
910,2/19/2019,8:50:00 AM,88983362,Credit,POS1
914,2/19/2019,11:30:00 AM,Unknown,Credit,POS2
917,2/19/2019,12:15:00 PM,90317238,Credit,POS2
918,2/19/2019,12:39:00 PM,81366274,Credit,POS2
920,2/19/2019,1:40:00 PM,56834303,Cash,POS2
926,2/19/2019,3:40:00 PM,86844506,Credit,POS1
927,2/19/2019,4:01:00 PM,Unknown,Credit,POS2
928,2/19/2019,3:59:00 PM,Unknown,Credit,POS1
930,2/19/2019,4:06:00 PM,94842992,Credit,POS2
931,2/19/2019,4:19:00 PM,87820156,Credit,POS2
932,2/19/2019,6:32:00 PM,Unknown,Credit,POS2
933,2/19/2019,4:26:00 PM,59370725,Credit,POS1
934,2/19/2019,4:55:00 PM,20274164,Credit,POS1
937,2/19/2019,5:30:00 PM,55735596,Credit,POS1
